code,code2,name,color,farz,kind,un1,un2,qu2,vis,pr_run1,pr_r2un1,pr_r3un1,pr_run2,pr_r2un2,pr_r3un2,p,p2,p3,company,rem,firstunit,taxprcent,da_expopt,salebycode,qu_max,qu_min,pict,alarm,txtalarm,company2,company3,stor,vaw,prcentw,efectw,vas,prcents,efects,codecomp,nomodel,media,marg,qu_s2,chk,pr_r4un1,pr_r4un2,pr_r5un1,pr_r5un2,pr_r6un1,pr_r6un2,pr_r7un1,pr_r7un2,pr_r8un1,pr_r8un2,pr_r9un1,pr_r9un2,pr_r10un1,pr_r10un2,pr_s,pr_s2,ser,codeun2,storadd,shortcode,d2w,d2s,aimname,evaluepolicy,pr_sa,prminut,engname,place,pr_r2,pr_r3,pr_rforqu_s,Prnparcode,exported
"100084",,"مقلايه جرانيت بابيلا 26","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100085",,"مقلايه ووك جرانيت 28","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100086",,"بابيلا طاجن جرانيت 2 ق","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100087",,"فيفالدى طقم استيل انكا 11 ق","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100088",,"حافظ طعام خشبى","لا","لا","عام","كرتونة","طقم",6.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"محمد مجدى",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,"احمد عبدالكريم",,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100089",,"عجانه استيل مقاس 45","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"ماهر عرام",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100090",,"عجانه استيل مقاس 50","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"ماهر عرام",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100091",,"عجانه استيل مقاس 55","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"ماهر عرام",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100092",,"ترمس شاى","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"ماهر عرام",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,"العربي",,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100093",,"سكينه الكباس","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الكباس",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100094",,"صنيه استيل 2ق","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"رضا زكريا",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100095",,"مج كافيه 6*1ع حامل 6ق","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"عماره",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,"محمد مجدى",,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100096",,"مج شوربة 4*1ع حامل 4ق","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"عماره",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100097",,"صنيه استيل عادى","لا","لا","عام","كرتونة","قطعه",6.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"محمد مجدى",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100103",,"فيفالدى طقم استيل انكا 11 ق احمر","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100104",,"فيفالدى طقم استيل انكا 11 ق ذهبي","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100105",,"صنية استيل تركي","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100106",,"فيفالدي حله استيل فرداني م28","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100102",,"بابيلا حله جرانيت 12 قطعة","لا","لا","عام","طقم",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100107",,"دروبينا حلة جرانيت فرداني 24 كحلي","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100108",,"فيفالدى طقم استيل انكا 11 ق يد خشب","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100109",,"فيفالدى طقم استيل انكا 11 ق اخضر","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100110",,"سكينه صب","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"العربي",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100111",,"مبشره كف","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"العربي",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100112",,"عمود طعام","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"النور",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100113",,"تلاجه بيد سيلكون","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"النور",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100114",,"تلاجه بومبه","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"النور",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100115",,"سرفيس لوكس","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"العالميه استيل",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100116",,"صوانى سماح","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"العالميه استيل",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100117",,"صوانى موزه ص","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"العالميه استيل",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100118",,"صوانى موزه ك","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"العالميه استيل",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100119",,"صنيه خشب الهنا","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"محمد مجدى",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100120",,"ترمس شاى زجاج","لا","لا","عام","كرتونة","قطعه",12.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"محمد مجدى",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100121",,"صنيه استيل الباشا","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"احمد وحيد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100122",,"صنيه ارشا ك","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"محمد شومان",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100123",,"شاى فص شومان","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"محمد شومان",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100124",,"شاى الوان شومان","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"محمد شومان",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100125",,"جريل دبل","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"احمد عبدالكريم",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,"محمد مجدى",,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100126",,"صوانى جرانيت 3ق","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"كرنفال",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,0,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100127",,"صوانى بيتزا الومنيوم","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"محمد مجدى",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100128",,"اركوبال ابيض58ق","لا","لا","عام","طقم",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"محمد مجدى",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100129",,"عشا كوتهيا24ق","لا","لا","عام","طقم",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"احمد عبدالكريم",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
